34.674664, 135.206375
34.671787, 135.206558
34.671631, 135.202042
34.672703, 135.201981
34.672665, 135.201523
34.667309, 135.201904
34.667229, 135.202179
34.667358, 135.202362
34.667522, 135.205948
34.667519, 135.205948
34.663643, 135.206223
34.663658, 135.207321
34.668907, 135.206985
34.668861, 135.205872
34.671761, 135.205688
34.671801, 135.206978
34.672291, 135.208298
34.667134, 135.211464
